Key,English,Arabic (Reference),Category,Translation,Notes
auth.createAccount,Create New Account,إنشاء حساب جديد,General,,
auth.createAccountPrompt,Don't have an account? Create a new one,ليس لديك حساب؟ قم بإنشاء واحد الآن,General,,
auth.email,Email,البريد الإلكتروني,General,,
auth.password,Password,كلمة المرور,General,,
auth.passwordPlaceholder,Create a Strong Password,أدخل كلمة المرور (6 أحرف على الأقل),General,,
auth.username,Username,اسم المستخدم,General,,
auth.usernamePlaceholder,Choose a Username,اختر اسم مستخدم فريد,General,,
auth.fullName,Full Name,الاسم الكامل,General,,
auth.fullNamePlaceholder,Your Full Name,أدخل اسمك الكامل,General,,
auth.companyInformation,Company Information,معلومات الشركة,Form,,
auth.companyName,Company Name,اسم الشركة,General,,
auth.companyNamePlaceholder,Your Company Name,أدخل اسم شركتك,General,,
auth.currency,Currency,العملة الأساسية,General,,
auth.selectCurrency,Select Currency,اختر العملة,General,,
auth.fiscalYear,Fiscal Year,بداية السنة المالية,General,,
auth.selectMonth,Select Month,اختر الشهر,General,,
auth.userInformation,User Information,معلومات المستخدم,Form,,
auth.months.january,January,يناير,General,,
auth.months.february,february,فبراير,General,,
auth.months.march,march,مارس,General,,
auth.months.april,April,أبريل,General,,
auth.months.may,may,مايو,General,,
auth.months.june,june,يونيو,General,,
auth.months.july,July,يوليو,General,,
auth.months.august,august,أغسطس,General,,
auth.months.september,september,سبتمبر,General,,
auth.months.october,October,أكتوبر,General,,
auth.months.november,november,نوفمبر,General,,
auth.months.december,december,ديسمبر,General,,
auth.currencies.USD,US Dollar,الدولار الأمريكي,General,,
auth.currencies.EUR,Euro,اليورو,General,,
auth.currencies.GBP,British Pound,الجنيه الإسترليني,General,,
auth.currencies.SAR,Saudi Riyal,الريال السعودي,General,,
auth.currencies.AED,UAE Dirham,الدرهم الإماراتي,General,,
auth.currencies.EGP,Egyptian Pound,الجنيه المصري,General,,
auth.validationErrors.emailInvalid,Please enter a valid email address,البريد الإلكتروني غير صحيح,General,,
auth.validationErrors.passwordMinLength,Password must be at least 6 characters,كلمة المرور يجب أن تكون 6 أحرف على الأقل,General,,
auth.validationErrors.companyNameMinLength,Company name must be at least 2 characters,اسم الشركة يجب أن يكون حرفين على الأقل,General,,
auth.validationErrors.selectCurrency,Please select a currency,يرجى اختيار العملة,General,,
auth.validationErrors.usernameMinLength,Username must be at least 3 characters,اسم المستخدم يجب أن يكون 3 أحرف على الأقل,General,,
auth.validationErrors.fullNameMinLength,Full name must be at least 2 characters,الاسم الكامل يجب أن يكون حرفين على الأقل,General,,
auth.loginSuccess,Login Successful,تم تسجيل الدخول بنجاح,General,,
auth.signInToContinue,Sign in to continue to your account,مرحباً بعودتك إلى Log & Ledger,General,,
auth.createNewCompany,Create New Company Account,تم إنشاء حسابك وشركتك بنجاح,General,,
auth.loginError,Login Failed,خطأ في تسجيل الدخول,General,,
auth.invalidCredentials,Invalid Credentials,البريد الإلكتروني أو كلمة المرور غير صحيحة,General,,
auth.orContinueWith,Or continue with,أو الدخول عبر,General,,
auth.creatingAccount,Creating Account...,جاري الإنشاء...,General,,
pages.companies.title,Companies,الشركات,General,,
pages.companies.description,Manage your registered companies,إدارة شركاتك المسجلة,General,,
pages.companies.addCompany,Add Company,إضافة شركة,General,,
pages.companies.editCompany,Edit Company,تعديل الشركة,General,,
pages.companies.createCompany,Create Company,إنشاء شركة,General,,
pages.companies.currentActive,Current Active Company,الشركة النشطة الحالية,General,,
pages.companies.noCompanies,No Companies Found,لم يتم العثور على شركات,General,,
pages.companies.createFirstCompany,Create Your First Company to Get Started,أنشئ شركتك الأولى للبدء,General,,
pages.companies.confirmDelete,Are you sure you want to delete this company? This action cannot be undone.,هل أنت متأكد من حذف هذه الشركة؟ لا يمكن التراجع عن هذا الإجراء.,General,,
pages.companies.currentCompany,Current Company,الشركة الحالية,General,,
pages.titles.Contacts,Contacts,جهات الاتصال,General,,
pages.titles.Items,Items,الأصناف,General,,
pages.titles.Accounts,Accounts,الحسابات,General,,
pages.titles.Invoices,Invoices,الفواتير,General,,
pages.titles.Payments,Payments,المدفوعات,General,,
pages.titles.Receipts,Receipts,الإيصالات,General,,
pages.titles.Bills,Bills,فواتير الشراء,General,,
pages.titles.Expenses,Expenses,المصروفات,General,,
pages.titles.Purchase Orders,Purchase Orders,طلبات الشراء,General,,
pages.titles.Sales Orders,Sales Orders,طلبات المبيعات,General,,
pages.titles.Quotations,Quotations,عروض الأسعار,General,,
pages.titles.Debit Notes,Debit Notes,إشعارات الخصم,General,,
pages.titles.Credit Notes,Credit Notes,إشعارات الرصيد,General,,
pages.titles.Inventory,Inventory,المخزون,General,,
pages.titles.Tax Report,Tax Report,تقرير الضرائب,General,,
pages.titles.Trial Balance,Trial Balance,ميزان المراجعة,General,,
pages.titles.Profit & Loss,Profit & Loss,الأرباح والخسائر,General,,
pages.titles.Balance Sheet,Balance Sheet,الميزانية العمومية,General,,
pages.titles.Cash Flow,Cash Flow,التدفق النقدي,General,,
pages.titles.Bank Reconciliation,Bank Reconciliation,مطابقة البنك,General,,
pages.titles.Bank Accounts,Bank Accounts,الحسابات البنكية,General,,
pages.titles.Users,Users,المستخدمون,General,,
pages.titles.General Settings,General Settings,الإعدادات العامة,General,,
pages.descriptions.Manage your customers and suppliers,Manage your customers and suppliers,إدارة عملائك وموردينك,General,,
pages.descriptions.Manage your products and services,Manage your products and services,إدارة منتجاتك وخدماتك,General,,
pages.descriptions.Chart of accounts,Chart of accounts,دليل الحسابات,Accounting,,
pages.descriptions.Manage invoices,Manage invoices,إدارة الفواتير,General,,
pages.descriptions.Manage payments,Manage payments,إدارة المدفوعات,General,,
pages.descriptions.Manage outgoing payments to vendors,Manage outgoing payments to vendors,إدارة المدفوعات الصادرة للموردين,General,,
pages.descriptions.Manage receipts,Manage receipts,إدارة الإيصالات,General,,
pages.descriptions.Manage bills,Manage bills,إدارة فواتير الشراء,General,,
pages.descriptions.Track and manage expenses,Track and manage expenses,تتبع وإدارة المصروفات,General,,
forms.companyName,Company Name,اسم الشركة,Form,,
forms.companyNamePlaceholder,Enter company name,أدخل اسم الشركة,Form,,
forms.legalName,Legal Name,الاسم القانوني,Form,,
forms.legalNamePlaceholder,Full legal name of company,الاسم القانوني الكامل للشركة,Form,,
forms.taxNumber,Tax Number,الرقم الضريبي,Form,,
forms.registrationNumber,Registration Number,رقم التسجيل,Form,,
forms.baseCurrency,Base Currency,العملة الأساسية,Form,,
forms.selectCurrency,Select Currency,اختر العملة,Form,,
forms.fiscalYearStart,Fiscal Year Start,بداية السنة المالية,Form,,
forms.selectMonth,Select Month,اختر الشهر,Form,,
forms.cancel,Cancel,إلغاء,Form,,
forms.update,Update,تحديث,Form,,
forms.create,Create,إنشاء,Form,,
forms.company,Company,شركة,Form,,
forms.currency,Currency,العملة,Form,,
forms.fiscalYear,Fiscal Year,السنة المالية,Form,,
forms.active,Active,نشط,Form,,
forms.edit,Edit,تعديل,Form,,
forms.delete,Delete,حذف,Form,,
forms.validationError,validationError,يرجى التحقق من البيانات المدخلة,Form,,
forms.taxNumberPlaceholder,taxNumberPlaceholder,123456789,Form,,
forms.registrationNumberPlaceholder,registrationNumberPlaceholder,REG-2024-001,Form,,
forms.selectFiscalYear,selectFiscalYear,اختر الشهر,Form,,
forms.dateFormat,dateFormat,صيغة التاريخ,Form,,
forms.selectDateFormat,selectDateFormat,اختر صيغة التاريخ,Form,,
forms.numberFormat,numberFormat,صيغة الأرقام,Form,,
forms.selectNumberFormat,selectNumberFormat,اختر صيغة الأرقام,Form,,
forms.invoiceNumber,Invoice Number,رقم الفاتورة,Form,,
forms.invoiceDate,Invoice Date,تاريخ الفاتورة,Form,,
forms.dueDate,Due Date,تاريخ الاستحقاق,Form,,
forms.customer,Customer,العميل,Form,,
forms.selectCustomer,Select a customer,اختر عميلاً,Form,,
forms.description,Description,الوصف,Form,,
forms.quantity,Quantity,الكمية,Form,,
forms.rate,Rate,السعر,Form,,
forms.tax,Tax,الضريبة,Form,,
forms.amount,Amount,المبلغ,Form,,
forms.subtotal,Subtotal:,المجموع الفرعي:,Form,,
forms.total,Total:,الإجمالي:,Form,,
forms.notesAndTerms,Notes & Terms,ملاحظات وشروط,Form,,
forms.notesPlaceholder,Add any additional notes or terms...,أضف أي ملاحظات أو شروط إضافية...,Form,,
forms.noTax,No Tax,بدون ضريبة,Form,,
forms.editTaxRate,Edit Tax Rate,تعديل معدل الضريبة,Form,,
forms.addNewTaxRate,Add New Tax Rate,إضافة معدل ضريبة جديد,Form,,
forms.taxName,Tax Name,اسم الضريبة,Form,,
forms.taxCode,Tax Code,رمز الضريبة,Form,,
forms.taxRate,Tax Rate,معدل الضريبة,Form,,
forms.taxType,Tax Type,نوع الضريبة,Form,,
months.january,January,يناير,General,,
months.february,February,فبراير,General,,
months.march,March,مارس,General,,
months.april,April,أبريل,General,,
months.may,May,مايو,General,,
months.june,June,يونيو,General,,
months.july,July,يوليو,General,,
months.august,August,أغسطس,General,,
months.september,September,سبتمبر,General,,
months.october,October,أكتوبر,General,,
months.november,November,نوفمبر,General,,
months.december,December,ديسمبر,General,,
validationErrors.companyNameMin,Company name must be at least 2 characters,اسم الشركة يجب أن يكون حرفين على الأقل,General,,
validationErrors.currencyRequired,Please select a currency,يرجى اختيار العملة,General,,
validationErrors.emailInvalid,Please enter a valid email address,الرجاء إدخال عنوان بريد إلكتروني صالح,General,,
validationErrors.passwordMinLength,Password must be at least 6 characters,يجب أن تكون كلمة المرور 6 أحرف على الأقل,General,,
validationErrors.companyNameMinLength,Company name must be at least 2 characters,يجب أن يكون اسم الشركة حرفين على الأقل,General,,
validationErrors.selectCurrency,Please select a currency,الرجاء اختيار عملة,General,,
validationErrors.usernameMinLength,Username must be at least 3 characters,يجب أن يكون اسم المستخدم 3 أحرف على الأقل,General,,
validationErrors.fullNameMinLength,Full name must be at least 2 characters,يجب أن يكون الاسم الكامل حرفين على الأقل,General,,
currencies.USD,US Dollar,الدولار الأمريكي,General,,
currencies.EUR,Euro,اليورو,General,,
currencies.GBP,British Pound,الجنيه الإسترليني,General,,
currencies.JPY,Japanese Yen,الين الياباني,General,,
currencies.CHF,Swiss Franc,الفرنك السويسري,General,,
currencies.CAD,Canadian Dollar,الدولار الكندي,General,,
currencies.AUD,Australian Dollar,الدولار الأسترالي,General,,
currencies.NZD,New Zealand Dollar,الدولار النيوزيلندي,General,,
currencies.AED,UAE Dirham,الدرهم الإماراتي,General,,
currencies.SAR,Saudi Riyal,الريال السعودي,General,,
currencies.EGP,Egyptian Pound,الجنيه المصري,General,,
currencies.SYP,Syrian Pound,الليرة السورية,General,,
currencies.LBP,Lebanese Pound,الليرة اللبنانية,General,,
currencies.IQD,Iraqi Dinar,الدينار العراقي,General,,
currencies.JOD,Jordanian Dinar,الدينار الأردني,General,,
currencies.KWD,Kuwaiti Dinar,الدينار الكويتي,General,,
currencies.QAR,Qatari Riyal,الريال القطري,General,,
currencies.BHD,Bahraini Dinar,الدينار البحريني,General,,
currencies.OMR,Omani Rial,الريال العماني,General,,
currencies.YER,Yemeni Rial,الريال اليمني,General,,
currencies.MAD,Moroccan Dirham,الدرهم المغربي,General,,
currencies.DZD,Algerian Dinar,الدينار الجزائري,General,,
currencies.TND,Tunisian Dinar,الدينار التونسي,General,,
currencies.LYD,Libyan Dinar,الدينار الليبي,General,,
currencies.SDG,Sudanese Pound,الجنيه السوداني,General,,
currencies.ILS,Israeli Shekel,الشيكل الإسرائيلي,General,,
currencies.IRR,Iranian Rial,الريال الإيراني,General,,
currencies.TRY,Turkish Lira,الليرة التركية,General,,
currencies.PHP,Philippine Peso,البيزو الفلبيني,General,,
currencies.CNY,Chinese Yuan,اليوان الصيني,General,,
currencies.KRW,South Korean Won,الوون الكوري,General,,
currencies.INR,Indian Rupee,الروبية الهندية,General,,
currencies.IDR,Indonesian Rupiah,الروبية الإندونيسية,General,,
currencies.MYR,Malaysian Ringgit,الرنجيت الماليزي,General,,
currencies.THB,Thai Baht,الباهت التايلاندي,General,,
currencies.VND,Vietnamese Dong,الدونج الفيتنامي,General,,
currencies.SGD,Singapore Dollar,الدولار السنغافوري,General,,
currencies.HKD,Hong Kong Dollar,دولار هونج كونج,General,,
currencies.TWD,Taiwan Dollar,دولار تايواني,General,,
currencies.PKR,Pakistani Rupee,الروبية الباكستانية,General,,
currencies.BDT,Bangladeshi Taka,التاكا البنغلاديشي,General,,
currencies.LKR,Sri Lankan Rupee,الروبية السريلانكية,General,,
currencies.RUB,Russian Ruble,الروبل الروسي,General,,
currencies.PLN,Polish Zloty,الزلوتي البولندي,General,,
currencies.CZK,Czech Koruna,الكورونا التشيكية,General,,
currencies.HUF,Hungarian Forint,الفورنت المجري,General,,
currencies.RON,Romanian Leu,الليو الروماني,General,,
currencies.SEK,Swedish Krona,الكرونة السويدية,General,,
currencies.NOK,Norwegian Krone,الكرونة النرويجية,General,,
currencies.DKK,Danish Krone,الكرونة الدنماركية,General,,
currencies.BRL,Brazilian Real,الريال البرازيلي,General,,
currencies.MXN,Mexican Peso,البيزو المكسيكي,General,,
currencies.ARS,Argentine Peso,البيزو الأرجنتيني,General,,
currencies.CLP,Chilean Peso,البيزو التشيلي,General,,
currencies.COP,Colombian Peso,البيزو الكولومبي,General,,
currencies.ZAR,South African Rand,الراند الجنوب أفريقي,General,,
currencies.NGN,Nigerian Naira,النيرة النيجيرية,General,,
currencies.KES,Kenyan Shilling,الشلن الكيني,General,,
currencies.GHS,Ghanaian Cedi,السيدي الغاني,General,,
formats.dateFormat,Date Format,تنسيق التاريخ,Form,,
formats.numberFormat,Number Format,تنسيق الأرقام,Form,,
formats.selectDateFormat,Select Date Format,اختر تنسيق التاريخ,Form,,
formats.selectNumberFormat,Select Number Format,اختر تنسيق الأرقام,Form,,
formats.us,US,أمريكي,Form,,
formats.eu,European,أوروبي,Form,,
formats.fr,French,فرنسي,Form,,
formats.february,February,فبراير,Form,,
formats.date.label,label,صيغة التاريخ,Form,,
formats.number.label,label,صيغة الأرقام,Form,,
formats.number.comma_dot,comma_dot,"1,234.56",Form,,
formats.number.dot_comma,dot_comma,"1.234,56",Form,,
formats.number.space_comma,space_comma,"1 234,56",Form,,
formats.number.arabic,arabic,١٬٢٣٤٫٥٦,Form,,
messages.companyCreated,Company Created,تم إنشاء الشركة,Message,,
messages.companyCreatedDesc,Your new company has been created successfully.,تم إنشاء شركتك الجديدة بنجاح.,Message,,
messages.companyUpdated,Company Updated,تم تحديث الشركة,Message,,
messages.companyUpdatedDesc,Company information has been updated successfully.,تم تحديث معلومات الشركة بنجاح.,Message,,
messages.companyDeleted,Company Deleted,تم حذف الشركة,Message,,
messages.companyDeletedDesc,Company has been deleted successfully.,تم حذف الشركة بنجاح.,Message,,
messages.createCompanyError,Failed to create company,فشل إنشاء الشركة,Message,,
messages.updateCompanyError,Failed to update company,فشل تحديث الشركة,Message,,
messages.deleteCompanyError,Failed to delete company,فشل حذف الشركة,Message,,
messages.noAccountsFound,No accounts found,لم يتم العثور على حسابات,Message,,
messages.startByAddingAccount,Start by adding a new account,ابدأ بإضافة حساب جديد,Message,,
messages.loadingAccounts,loadingAccounts,جاري تحميل الحسابات...,Message,,
messages.noItemsFound,noItemsFound,لم يتم العثور على منتجات,Message,,
messages.startByAddingItem,startByAddingItem,ابدأ بإضافة أول منتج,Message,,
messages.loadingItems,loadingItems,جاري تحميل المنتجات...,Message,,
messages.noContactsFound,noContactsFound,لم يتم العثور على جهات اتصال,Message,,
messages.startByAddingContact,startByAddingContact,ابدأ بإضافة أول جهة اتصال,Message,,
messages.saveSuccess,Data saved successfully,تم حفظ البيانات بنجاح,Message,,
messages.updateSuccess,Data updated successfully,تم تحديث البيانات بنجاح,Message,,
messages.deleteSuccess,Data deleted successfully,تم حذف البيانات بنجاح,Message,,
messages.saveError,Failed to save data,فشل حفظ البيانات,Message,,
messages.updateError,Failed to update data,فشل تحديث البيانات,Message,,
messages.deleteError,Failed to delete data,فشل حذف البيانات,Message,,
messages.networkError,Network Connection Error,خطأ في الاتصال بالشبكة,Message,,
messages.serverError,Server Error Occurred,حدث خطأ في الخادم,Message,,
messages.accessDenied,Access Denied,تم رفض الوصول,Message,,
messages.sessionExpired,Session Expired,انتهت صلاحية الجلسة,Message,,
messages.dataNotFound,Data Not Found,لم يتم العثور على البيانات,Message,,
messages.validationError,Please check form errors,الرجاء التحقق من الأخطاء في النموذج,Message,,
invoice.createInvoice,Create Invoice,إنشاء فاتورة,General,,
invoice.createInvoiceDesc,Create New Invoice for Customer,إنشاء فاتورة جديدة للعميل,General,,
invoice.createInvoiceDescMobile,Create New Invoice,إنشاء فاتورة جديدة,General,,
invoice.saveDraft,Save as Draft,حفظ كمسودة,General,,
invoice.sendInvoice,Send Invoice,إرسال الفاتورة,General,,
invoice.invoiceDetails,Invoice Details,تفاصيل الفاتورة,General,,
invoice.invoiceNumber,Invoice Number,رقم الفاتورة,General,,
invoice.invoiceDate,Bill Date,تاريخ الفاتورة,General,,
invoice.dueDate,Due Date,تاريخ الاستحقاق,General,,
invoice.customerDetails,Customer Details,بيانات العميل,General,,
invoice.customer,Customer,العميل,General,,
invoice.selectCustomer,Select Customer,اختر عميلاً,General,,
invoice.lineItems,Invoice Line Items,بنود الفاتورة,General,,
invoice.addItem,Add Line Item,إضافة بند,General,,
invoice.description,Description,الوصف,General,,
invoice.qty,Qty,الكمية,General,,
invoice.rate,Price,السعر,General,,
invoice.tax,Tax,الضريبة,General,,
invoice.amount,Amount,المبلغ,General,,
invoice.itemDescription,Line Item Description,وصف البند,General,,
invoice.subtotal,Subtotal,المجموع الفرعي,General,,
invoice.totalTax,Total Tax,إجمالي الضريبة,General,,
invoice.total,Total,الإجمالي,General,,
invoice.notesAndTerms,Notes and Terms,ملاحظات وشروط,General,,
invoice.notesPlaceholder,Add any additional notes or terms...,أضف أي ملاحظات أو شروط إضافية...,General,,
invoice.invoiceSavedDraft,Invoice Saved as Draft,تم حفظ الفاتورة كمسودة,General,,
invoice.invoiceSent,Invoice Sent to Customer,تم إرسال الفاتورة للعميل,General,,
tax.taxConfiguration,Tax Configuration,إعدادات الضرائب,General,,
tax.taxConfigDesc,Configure Tax Rates and Tax Rules for Your Accounting System,قم بتهيئة معدلات الضرائب والقواعد الضريبية لنظام المحاسبة الخاص بك,General,,
tax.addTaxRate,Add Tax Rate,إضافة معدل ضريبي,General,,
tax.taxRates,Tax Rates,المعدلات الضريبية,General,,
tax.name,Name,الاسم,General,,
tax.code,Code,الرمز,General,,
tax.type,Type,النوع,General,,
tax.rate,Rate,المعدل,General,,
tax.calculation,Calculation Method,طريقة الحساب,General,,
tax.jurisdiction,Jurisdiction,النطاق القضائي,General,,
tax.status,Status,الحالة,General,,
tax.effectiveFrom,Effective From,ساري من,General,,
tax.global,Global,عالمي,General,,
tax.inclusive,Inclusive,شامل,General,,
tax.exclusive,Exclusive,منفصل,General,,
tax.editTaxRate,Edit Tax Rate,تعديل معدل الضريبة,General,,
tax.addNewTaxRate,Add New Tax Rate,إضافة معدل ضريبي جديد,General,,
tax.taxName,Tax Name,اسم الضريبة,General,,
tax.taxNamePlaceholder,Example: Value Added Tax,مثال: ضريبة القيمة المضافة,General,,
tax.taxCode,Tax Code,رمز الضريبة,General,,
tax.taxCodePlaceholder,Example: VAT-STD,مثال: VAT-STD,General,,
tax.taxType,Tax Type,نوع الضريبة,General,,
tax.taxRate,Tax Rate (%),معدل الضريبة (%),General,,
tax.taxInclusive,Tax Inclusive,الضريبة شاملة,General,,
tax.taxInclusiveDesc,Tax is Included in Price,الضريبة مدرجة في السعر,General,,
tax.jurisdictionOptional,Jurisdiction (Optional),النطاق القضائي (اختياري),General,,
tax.jurisdictionPlaceholder,"Example: UAE, California",مثال: الإمارات، كاليفورنيا,General,,
tax.effectiveFromDate,Effective From Date,ساري من تاريخ,General,,
tax.glAccount,General Ledger Account,حساب دفتر الأستاذ,General,,
tax.glAccountPlaceholder,Example: 2300 - VAT Payable,مثال: 2300 - ضريبة القيمة المضافة المستحقة,General,,
tax.createTaxRate,Create Tax Rate,إنشاء معدل ضريبي,General,,
tax.updateTaxRate,Update Tax Rate,تحديث معدل ضريبي,General,,
tax.taxSaved,Tax Settings Saved,تم حفظ إعدادات الضريبة,General,,
tax.taxDeleted,Tax Rate Deleted,تم حذف المعدل الضريبي,General,,
tax.salesTax,Sales Tax,ضريبة المبيعات,General,,
tax.corporateTax,Corporate Tax,الضريبة على الشركات,General,,
tax.withholdingTax,Withholding Tax,ضريبة الاستقطاع,General,,
tax.customTax,Custom Tax,ضريبة مخصصة,General,,
legal.terms.title,title,الشروط والأحكام,General,,
legal.terms.lastUpdated,lastUpdated,آخر تحديث,General,,
legal.terms.acceptTerms,acceptTerms,أوافق على الشروط والأحكام,General,,
legal.privacy.title,title,سياسة الخصوصية,General,,
legal.privacy.dataCollection,dataCollection,جمع البيانات,General,,
legal.privacy.dataUsage,dataUsage,استخدام البيانات,General,,
legal.privacy.dataProtection,dataProtection,حماية البيانات,General,,
legal.disclaimer.title,title,إخلاء المسؤولية,General,,
legal.disclaimer.description,description,معلومات مهمة للمستخدمين,General,,
validation.accountNameMin,Account name must be at least 2 characters,اسم الحساب يجب أن يكون حرفين على الأقل,Accounting,,
validation.accountNumberRequired,Account number is required,رقم الحساب مطلوب,Accounting,,
validation.bankNameRequired,Bank name is required,اسم البنك مطلوب,General,,
validation.fieldRequired,This Field is Required,هذا الحقل مطلوب,General,,
validation.invalidEmail,Invalid email,البريد الإلكتروني غير صحيح,General,,
validation.passwordMin,Password must be at least 6 characters,كلمة المرور يجب أن تكون 6 أحرف على الأقل,General,,
validation.amountMin,Amount must be greater than zero,المبلغ يجب أن يكون أكبر من صفر,General,,
validation.accountCodeRequired,Account code is required,رمز الحساب مطلوب,Accounting,,
validation.nameMin2,Name must be at least 2 characters,الاسم يجب أن يكون حرفين على الأقل,General,,
validation.selectSubtype,Please select a subtype,يرجى اختيار النوع الفرعي,General,,
validation.selectVendor,Please select a supplier,يرجى اختيار المورّد,General,,
validation.selectSupplier,Please select a supplier,يرجى اختيار المورّد,General,,
validation.selectCustomer,Please Select Customer,يرجى اختيار العميل,General,,
validation.descriptionMin2,Description must be at least 2 characters,الوصف يجب أن يكون حرفين على الأقل,General,,
validation.amountRequired,Amount is required,المبلغ مطلوب,General,,
validation.dateRequired,Date is required,التاريخ مطلوب,General,,
validation.billDateRequired,Invoice date required,تاريخ الفاتورة مطلوب,General,,
validation.dueDateRequired,Due date required,تاريخ الاستحقاق مطلوب,General,,
validation.paymentDateRequired,Payment date required,تاريخ الدفع مطلوب,General,,
validation.receiptDateRequired,Receipt date required,تاريخ الإيصال مطلوب,General,,
validation.paymentMethodRequired,Payment Method Required,طريقة الدفع مطلوبة,General,,
validation.supplierReferenceRequired,Supplier Reference Required,مرجع المورّد مطلوب,General,,
validation.selectCategory,Please select a category,يرجى اختيار الفئة,General,,
validation.specifyWhoPaid,Please specify who paid,يرجى تحديد من دفع,General,,
validation.orderDateRequired,Order date required,تاريخ الطلب مطلوب,General,,
validation.deliveryDateRequired,Expected delivery date is required,تاريخ التسليم المتوقع مطلوب,General,,
validation.selectRelatedBill,Please select related bill,يرجى اختيار الفاتورة المرتبطة,General,,
validation.reasonMin2,Reason must be at least 2 characters,السبب يجب أن يكون حرفين على الأقل,General,,
validation.issueDateRequired,Issue date required,تاريخ الإصدار مطلوب,General,,
validation.itemCodeRequired,Item code is required,رمز الصنف مطلوب,General,,
validation.itemNameMin2,Item name must be at least 2 characters,اسم الصنف يجب أن يكون حرفين على الأقل,General,,
validation.templateNameMin2,Template name must be at least 2 characters,اسم القالب يجب أن يكون حرفين على الأقل,General,,
validation.selectFrequency,Please select frequency,يرجى اختيار التكرار,General,,
validation.paymentTermsRequired,Payment terms are required,شروط الدفع مطلوبة,General,,
accountTypes.asset,Asset,أصول,Accounting,,
accountTypes.liability,Liability,خصوم,Accounting,,
accountTypes.equity,Equity,حقوق الملكية,Accounting,,
accountTypes.revenue,Revenue,إيرادات,Accounting,,
accountTypes.expense,Expense,مصروفات,Accounting,,
accountTypes.currentAssets,Current Assets,أصول متداولة,Accounting,,
accountTypes.cashAndBank,Cash and Bank,نقد وبنوك,Accounting,,
accountTypes.accountsReceivable,Accounts Receivable,ذمم مدينة,Accounting,,
accountTypes.inventory,Inventory,مخزون,Accounting,,
accountTypes.fixedAssets,Fixed Assets,أصول ثابتة,Accounting,,
accountTypes.otherAssets,Other Assets,أصول أخرى,Accounting,,
accountTypes.currentLiabilities,Current Liabilities,خصوم متداولة,Accounting,,
accountTypes.accountsPayable,Accounts Payable,ذمم دائنة,Accounting,,
accountTypes.longTermLiabilities,Long-Term Liabilities,خصوم طويلة الأجل,Accounting,,
accountTypes.operatingExpenses,Operating Expenses,مصروفات تشغيلية,Accounting,,
accountTypes.costOfGoodsSold,Cost of Goods Sold,تكلفة البضاعة المباعة,Accounting,,
accountTypes.otherIncome,Other Income,دخل آخر,Accounting,,
accountTypes.otherExpenses,Other Expenses,مصروفات أخرى,Accounting,,
accountTypes.expenses,Expenditures,المصروفات,Accounting,,
accountTypes.Current Assets,Current Assets,الأصول المتداولة,Accounting,,
accountTypes.Accounts Receivable,Accounts Receivable,الذمم المدينة,Accounting,,
accountTypes.Fixed Assets,Fixed Assets,الأصول الثابتة,Accounting,,
accountTypes.Other Assets,Other Assets,أصول أخرى,Accounting,,
accountTypes.Current Liabilities,Current Liabilities,الالتزامات المتداولة,Accounting,,
accountTypes.Accounts Payable,Accounts Payable,الذمم الدائنة,Accounting,,
accountTypes.Credit Card,Credit Card,بطاقة ائتمان,Accounting,,
accountTypes.Other Liabilities,Other Liabilities,التزامات أخرى,Accounting,,
accountTypes.Retained Earnings,Retained Earnings,الأرباح المحتجزة,Accounting,,
accountTypes.Sales Revenue,Sales Revenue,إيرادات المبيعات,Accounting,,
accountTypes.Service Revenue,Service Revenue,إيرادات الخدمات,Accounting,,
accountTypes.Other Revenue,Other Revenue,إيرادات أخرى,Accounting,,
accountTypes.Interest Income,Interest Income,دخل الفوائد,Accounting,,
accountTypes.Operating Expenses,Operating Expenses,المصروفات التشغيلية,Accounting,,
accountTypes.Rent Expense,Rent Expense,مصروف الإيجار,Accounting,,
accountTypes.Other Expenses,Other Expenses,مصروفات أخرى,Accounting,,
paymentTerms.dueOnReceipt,Due on Receipt,مستحق عند الاستلام,General,,
paymentTerms.net7,Net 7,صافي 7 أيام,General,,
paymentTerms.net15,Net 15,صافي 15 يوم,General,,
paymentTerms.net30,Net 30,صافي 30 يوم,General,,
paymentTerms.net60,Net 60 Days,صافي 60 يوم,General,,
paymentTerms.net90,Net 90 Days,صافي 90 يوم,General,,
ui.multiLanguageSupport,Supports 15+ languages with RTL/LTR layouts,دعم 15+ لغة عالمية,General,,
ui.previousSlide,Previous slide,الشريحة السابقة,General,,
ui.nextSlide,Next slide,الشريحة التالية,General,,
disclaimer.title,Disclaimer,إخلاء المسؤولية,General,,
disclaimer.lastUpdated,Last Updated,آخر تحديث,General,,
disclaimer.veryImportantNotice,Very Important Notice,إشعار مهم جداً,General,,
disclaimer.pleaseReadCarefully,Please read carefully before using Log & Ledger,يرجى القراءة بعناية قبل استخدام Log & Ledger,General,,
disclaimer.whatWeAreNot,What We Are Not,ما نحن لسنا عليه,General,,
disclaimer.weAreNot,We Are Not:,نحن لسنا:,General,,
disclaimer.accountingFirm,Accounting Firm,شركة محاسبة,Accounting,,
disclaimer.taxAdvisoryOffice,Tax Consulting Office,مكتب استشارات ضريبية,General,,
disclaimer.lawFirm,Law Office,مكتب محاماة,General,,
disclaimer.financialAdvisors,Financial Consultants,مستشارون ماليون,General,,
